elegans	brenneri	briggsae	remanei	japonica	common_name	common_name2	type	upstream_considered	intronic_considered	num_orthologs
WBGene00017724	WBGene00161896_WBGene00190941	WBGene00037387	WBGene00062128	WBGene00138490		F22F7.7	other	132	7093	4
WBGene00017725	WBGene00147472_WBGene00164076_WBGene00142476_WBGene00145448_WBGene00148419_WBGene00150117_WBGene00150658_WBGene00151808	WBGene00036243	WBGene00069757_WBGene00070742_WBGene00060354			F22H10.1	other	48	142	3
WBGene00017726	WBGene00152167_WBGene00155169_WBGene00157262_WBGene00164500	WBGene00035691_WBGene00035690_WBGene00035686_WBGene00036302	WBGene00085346_WBGene00085353_WBGene00085350_WBGene00085351_WBGene00063220			F22H10.2	other	749	1001	3
WBGene00017727	WBGene00144311	WBGene00036303	WBGene00083840	WBGene00123550_WBGene00127397_WBGene00133847		F22H10.3	other	780	0	4
WBGene00017730	WBGene00153782_WBGene00151983	WBGene00036301_WBGene00025047	WBGene00063208_WBGene00063219	WBGene00130390		F22H10.6	other	11581	775	4
WBGene00017732		WBGene00027700_WBGene00027696				F23C8.3	other	1730	3375	1
WBGene00017733	WBGene00149481_WBGene00193262	WBGene00026739	WBGene00066659	WBGene00138597	ubxn-1	F23C8.4	other	255	665	4
WBGene00017734	WBGene00148265	WBGene00026736	WBGene00073958	WBGene00131574_WBGene00206990		F23C8.5	other	456	981	4
WBGene00017735		WBGene00026737		WBGene00122328	did-2	F23C8.6	other	636	118	2
WBGene00017736	WBGene00144682_WBGene00193356	WBGene00033748	WBGene00056274_WBGene00074422_WBGene00073085	WBGene00137131_WBGene00215145		F23C8.7	other	4601	1415	4
WBGene00017737		WBGene00086662	WBGene00086373_WBGene00073956	WBGene00133174		F23C8.8	other	372	1904	3
WBGene00017738		WBGene00026738	WBGene00066658	WBGene00133358	tipn-1	F23C8.9	other	140	302	3
WBGene00017741		WBGene00026735	WBGene00066657	WBGene00125750		F23C8.13	neuronal	5145	2590	3
WBGene00017742	WBGene00146485	WBGene00029178	WBGene00073773_WBGene00078229	WBGene00127243	nfyc-1	F23F1.1	other	282	206	4
WBGene00017743	WBGene00146557	WBGene00029183	WBGene00068146	WBGene00213672		F23F1.2	neuronal	658	132	4
WBGene00017744	WBGene00154131	WBGene00029184_WBGene00029185	WBGene00068147_WBGene00078247_WBGene00060675_WBGene00068149_WBGene00068154_WBGene00068155_WBGene00068158_WBGene00068148_WBGene00068156_WBGene00068157_WBGene00066397_WBGene00068159_WBGene00081966_WBGene00060676_WBGene00078222_WBGene00078248_WBGene00068150_WBGene00081519	WBGene00181690	fbxc-54	F23F1.3	other	240	775	4
WBGene00017745	WBGene00156835	WBGene00029187	WBGene00071362	WBGene00130326		F23F1.4	other	1781	1719	4
WBGene00017746	WBGene00148770	WBGene00029186	WBGene00071363	WBGene00127409		F23F1.5	other	193	490	4
WBGene00017747	WBGene00146010_WBGene00162788	WBGene00029182_WBGene00038808	WBGene00068145_WBGene00054420	WBGene00136658		F23F1.6	other	1255	250	4
WBGene00017748		WBGene00029181	WBGene00068144	WBGene00138647		F23F1.7	other	1983	328	3
WBGene00017749	WBGene00142597	WBGene00029177	WBGene00075284	WBGene00126850	rpoa-49	F23F1.9	other	63	1026	4
WBGene00017750		WBGene00029180	WBGene00078231	WBGene00134961		F23F1.10	other	202	161	3
WBGene00017751	WBGene00145212	WBGene00040003_WBGene00040001	WBGene00055376	WBGene00136739_WBGene00134652		F23F12.3	other	581	5497	4
WBGene00017752	WBGene00161059_WBGene00146812_WBGene00162279	WBGene00034597_WBGene00034603_WBGene00034604_WBGene00038060_WBGene00042105	WBGene00069658_WBGene00075368_WBGene00084706_WBGene00081318_WBGene00071572_WBGene00071575_WBGene00081401_WBGene00079753_WBGene00074974_WBGene00071586_WBGene00073131_WBGene00075724_WBGene00081629_WBGene00071592_WBGene00071570_WBGene00071569_WBGene00081404_WBGene00071863_WBGene00071567_WBGene00072737_WBGene00072438_WBGene00073133_WBGene00071579_WBGene00079474_WBGene00086389_WBGene00071587_WBGene00075675_WBGene00081400_WBGene00084703_WBGene00071588_WBGene00075133_WBGene00071568_WBGene00082879_WBGene00071573_WBGene00081407_WBGene00082582_WBGene00071571_WBGene00074284_WBGene00084699_WBGene00086061_WBGene00071574_WBGene00071566_WBGene00079475_WBGene00075075_WBGene00081406_WBGene00086391_WBGene00071576_WBGene00080340_WBGene00086393_WBGene00080286_WBGene00074880_WBGene00083392_WBGene00071577_WBGene00086090_WBGene00071583_WBGene00071591_WBGene00076494_WBGene00084705_WBGene00074973_WBGene00072129_WBGene00071590_WBGene00078417_WBGene00075312_WBGene00076721_WBGene00069659_WBGene00074982_WBGene00074881_WBGene00080341_WBGene00073741_WBGene00081395_WBGene00081402_WBGene00074207_WBGene00072439_WBGene00085480_WBGene00071581_WBGene00075843_WBGene00081948_WBGene00072128_WBGene00073135_WBGene00081302_WBGene00085753_WBGene00084701_WBGene00076762_WBGene00073132_WBGene00079752_WBGene00083551_WBGene00075503_WBGene00084695_WBGene00084704_WBGene00060987_WBGene00072875_WBGene00067298_WBGene00061291		sdz-15	F23F12.4	other	445	342	3
WBGene00017754	WBGene00145285	WBGene00030762	WBGene00055504_WBGene00055505	WBGene00127643_WBGene00213389		F23F12.8	other	1991	2715	4
WBGene00017755		WBGene00030765	WBGene00055499	WBGene00130467_WBGene00211193	zip-8	F23F12.9	other	3732	1280	3
WBGene00017756		WBGene00032846	WBGene00067884	WBGene00124902		F23F12.12	other	943	396	3
WBGene00017757	WBGene00161142	WBGene00035494	WBGene00064879_WBGene00064885_WBGene00073217_WBGene00083984	WBGene00138466	bra-2	F23H11.1	other	688	97	4
WBGene00017758	WBGene00148769	WBGene00035498	WBGene00063472	WBGene00122211	CELE_F23H11.2	F23H11.2	other	151	1688	4
WBGene00017759	WBGene00148270	WBGene00035499	WBGene00063473	WBGene00136027	sucl-2	F23H11.3	other	751	153	4
WBGene00017760	WBGene00141731	WBGene00035497	WBGene00064888	WBGene00121283		F23H11.4	RIA	798	2052	4
WBGene00017761	WBGene00158796	WBGene00035491_WBGene00270537	WBGene00071185			F23H11.6	other	90	2871	3
WBGene00017762	WBGene00140867	WBGene00035491		WBGene00126171		F23H11.7	other	135	1389	3
WBGene00017763	WBGene00143836	WBGene00035496	WBGene00064887	WBGene00123803	crls-1	F23H11.9	other	89	718	4
WBGene00017764	WBGene00141101_WBGene00141001	WBGene00024373	WBGene00061098	WBGene00133699	CELE_F25A2.1	F25A2.1	other	764	1032	4
WBGene00017765	WBGene00148056	WBGene00030937	WBGene00058887_WBGene00075380	WBGene00123276	gcst-1	F25B4.1	other	607	465	4
WBGene00017766	WBGene00163157_WBGene00194798	WBGene00030938	WBGene00058888	WBGene00131571	peli-1	F25B4.2	ASE	8341	1140	4
WBGene00017767	WBGene00156593	WBGene00030942	WBGene00058893	WBGene00132032		F25B4.4	other	298	151	4
WBGene00017768	WBGene00140850	WBGene00030944	WBGene00058895	WBGene00124052_WBGene00208308_WBGene00210645		F25B4.5	other	90	1624	4
WBGene00017769	WBGene00150094	WBGene00030943	WBGene00058894	WBGene00120604	hmgs-1	F25B4.6	other	287	336	4
WBGene00017770	WBGene00161248_WBGene00157489_WBGene00163841_WBGene00160504_WBGene00151043_WBGene00149291	WBGene00030941	WBGene00058892_WBGene00079811_WBGene00070629_WBGene00066999	WBGene00131623_WBGene00123035_WBGene00133516		F25B4.7	other	2932	371	4
WBGene00017771	WBGene00158782	WBGene00030940	WBGene00058891			F25B4.8	other	8453	899	3
WBGene00017772	WBGene00160336	WBGene00030939	WBGene00058889	WBGene00136887_WBGene00216850	clec-1	F25B4.9	other	8498	157	4
WBGene00017773	WBGene00190196	WBGene00030699	WBGene00055530	WBGene00130335_WBGene00209695_WBGene00217075	dct-6	F25B5.1	other	4093	2117	4
WBGene00017774	WBGene00154934	WBGene00030700	WBGene00055532	WBGene00131650_WBGene00216928_WBGene00217085	nop-1	F25B5.2	other	422	827	4
WBGene00017775	WBGene00139575	WBGene00030702	WBGene00055535	WBGene00134487_WBGene00218882		F25B5.3	other	189	2310	4
WBGene00017776	WBGene00190795	WBGene00030703	WBGene00055536	WBGene00130413_WBGene00176734_WBGene00214270		F25B5.5	other	96	561	4
WBGene00017777	WBGene00157524	WBGene00030703_WBGene00270496	WBGene00078747	WBGene00137456_WBGene00216888		F25B5.6	other	304	258	4
WBGene00017778	WBGene00147529	WBGene00030701	WBGene00055533	WBGene00183199_WBGene00136723	nono-1	F25B5.7	other	506	2758	4
WBGene00017779	WBGene00192019	WBGene00029973_WBGene00042240	WBGene00060230	WBGene00136430	gtr-1	F25E2.1	neuronal	6653	371	4
WBGene00017780	WBGene00194334	WBGene00029972_WBGene00042239	WBGene00060229			F25E2.2	other	449	1560	3
WBGene00017781	WBGene00151706_WBGene00193426_WBGene00150831	WBGene00029971_WBGene00042238	WBGene00060228_WBGene00080730_WBGene00061207	WBGene00126385		F25E2.3	other	751	864	4
WBGene00017782	WBGene00151710	WBGene00040510	WBGene00057862	WBGene00183684		F25E5.1	other	1100	1773	4
WBGene00017783	WBGene00164466_WBGene00190438	WBGene00039744	WBGene00057645	WBGene00128268_WBGene00210937		F25E5.2	other	1508	607	4
WBGene00017784	WBGene00139372	WBGene00040516	WBGene00057868	WBGene00125359		F25E5.3	other	571	45	4
WBGene00017785	WBGene00150261	WBGene00024168_WBGene00024169_WBGene00024170	WBGene00053148	WBGene00125359		F25E5.4	other	525	123	4
WBGene00017786	WBGene00143126_WBGene00139299_WBGene00139934_WBGene00140893_WBGene00146225_WBGene00151197_WBGene00153345_WBGene00159265_WBGene00163754_WBGene00194941_WBGene00195082	WBGene00029108_WBGene00029109	WBGene00061651_WBGene00052100_WBGene00055175_WBGene00064114_WBGene00064115	WBGene00132557_WBGene00211026		F25E5.5	other	563	379	4
WBGene00017787	WBGene00159098	WBGene00028972	WBGene00052765	WBGene00135670_WBGene00131241	nhr-141	F25E5.6	other	3581	346	4
WBGene00017788		WBGene00024168	WBGene00070290_WBGene00068764	WBGene00125359		F25E5.7	other	186	224	3
WBGene00017789	WBGene00155614	WBGene00030503	WBGene00053147	WBGene00124162		F25E5.8	other	909	0	4
WBGene00017791	WBGene00159804	WBGene00040515	WBGene00057867	WBGene00125359	try-8	F25E5.10	other	1500	167	4
WBGene00017792	WBGene00150549	WBGene00030501	WBGene00079022			F25E5.16	other	402	389	3
WBGene00017794	WBGene00140208	WBGene00034949	WBGene00051835	WBGene00135865	mltn-13	F25F6.1	other	5968	3651	4
WBGene00017795	WBGene00144404_WBGene00156350	WBGene00039475	WBGene00072195			F25F8.1	other	17087	7030	3
WBGene00017796	WBGene00152607_WBGene00163480_WBGene00192208	WBGene00028636_WBGene00023528_WBGene00024163_WBGene00025357_WBGene00028856_WBGene00029408_WBGene00035785_WBGene00040959_WBGene00042369_WBGene00042461_WBGene00042638_WBGene00043033	WBGene00068072_WBGene00071036_WBGene00085622_WBGene00072151_WBGene00081805	WBGene00180999_WBGene00121282_WBGene00130288		F25G6.1	other	1950	791	4
WBGene00017797	WBGene00147124_WBGene00191020	WBGene00024718	WBGene00053119	WBGene00138003	symk-1	F25G6.2	other	233	4413	4
WBGene00017798	WBGene00162678_WBGene00194112	WBGene00024723	WBGene00053114	WBGene00122262	slc-17.8	F25G6.7	neuronal	727	3787	4
WBGene00017799	WBGene00163476_WBGene00164864		WBGene00079033	WBGene00119475		F25G6.8	other	103	253	3
WBGene00017800	WBGene00144665_WBGene00153301_WBGene00193873	WBGene00024719	WBGene00053118	WBGene00130965		F25G6.9	other	355	425	4
WBGene00017801	WBGene00145172_WBGene00154033	WBGene00037465	WBGene00061691	WBGene00123629		F26A1.1	other	687	414	4
WBGene00017802	WBGene00161027	WBGene00037474	WBGene00061765	WBGene00120896		F26A1.3	other	53	442	4
WBGene00017803	WBGene00160523_WBGene00192149_WBGene00150368_WBGene00192573_WBGene00192097_WBGene00155854_WBGene00156531_WBGene00149040_WBGene00140734_WBGene00163688_WBGene00141549_WBGene00156037_WBGene00192407_WBGene00164884_WBGene00148948_WBGene00158937_WBGene00194637_WBGene00190812_WBGene00163619_WBGene00140140_WBGene00152180_WBGene00190487_WBGene00156728_WBGene00152808_WBGene00155323	WBGene00030719	WBGene00053938_WBGene00053682_WBGene00053419_WBGene00055472_WBGene00068441_WBGene00060468_WBGene00066586_WBGene00055543_WBGene00055761_WBGene00063840_WBGene00052935_WBGene00079814_WBGene00062524_WBGene00062397_WBGene00062874_WBGene00056430_WBGene00056330_WBGene00054697_WBGene00066237_WBGene00074251_WBGene00059041_WBGene00074030_WBGene00064299	WBGene00134837_WBGene00130911_WBGene00132872_WBGene00135369_WBGene00184523_WBGene00136911_WBGene00120359_WBGene00137286_WBGene00122823_WBGene00138420_WBGene00132267_WBGene00136425_WBGene00130411_WBGene00212419_WBGene00131367_WBGene00126147_WBGene00138228_WBGene00138583_WBGene00134023_WBGene00125000_WBGene00128145_WBGene00128678_WBGene00217812_WBGene00131492_WBGene00183562		F26A1.4	other	1089	234	4
WBGene00017804	WBGene00155146	WBGene00037477	WBGene00082232			F26A1.6	other	963	280	3
WBGene00017805	WBGene00155146	WBGene00037477	WBGene00082232			F26A1.7	other	726	166	3
WBGene00017806	WBGene00154642_WBGene00141924	WBGene00037476	WBGene00061699	WBGene00122331		F26A1.8	other	3118	211	4
WBGene00017807	WBGene00161434	WBGene00037475	WBGene00061698	WBGene00121439		F26A1.9	other	736	1501	4
WBGene00017808	WBGene00141340_WBGene00154820_WBGene00158606_WBGene00162485_WBGene00157609	WBGene00039798_WBGene00027837_WBGene00037471	WBGene00056605_WBGene00051079_WBGene00057463_WBGene00057292_WBGene00058098_WBGene00057476_WBGene00063307_WBGene00061696_WBGene00070580	WBGene00132634_WBGene00134984_WBGene00127116_WBGene00137025_WBGene00129669_WBGene00206737_WBGene00209397_WBGene00214546_WBGene00212157_WBGene00218217_WBGene00121507_WBGene00125951_WBGene00126434_WBGene00127558_WBGene00130738_WBGene00175549_WBGene00176941_WBGene00184702_WBGene00207189_WBGene00207751_WBGene00210977_WBGene00212409_WBGene00213060_WBGene00213568_WBGene00215229_WBGene00216738_WBGene00216780	nspd-9	F26A1.10	other	7423	0	4
WBGene00017809	WBGene00152423	WBGene00037467_WBGene00037468_WBGene00037469	WBGene00061693		clec-156	F26A1.11	other	1219	455	3
WBGene00017810	WBGene00190867	WBGene00036838_WBGene00036839	WBGene00082230		clec-157	F26A1.12	other	251	222	3
WBGene00017811	WBGene00141170	WBGene00037466	WBGene00061692	WBGene00127993		F26A1.13	other	298	540	4
WBGene00017812	WBGene00141170	WBGene00037466	WBGene00061692	WBGene00127993		F26A1.14	other	656	96	4
WBGene00017813	WBGene00158343	WBGene00036606	WBGene00051290	WBGene00126379		F26A10.1	other	19545	50	4
WBGene00017814	WBGene00160989	WBGene00036607	WBGene00051289	WBGene00132425		F26A10.2	other	14046	3132	4
WBGene00017815	WBGene00160719	WBGene00033518	WBGene00086099	WBGene00130089_WBGene00130625		F26B1.1	other	2856	545	4
WBGene00017816	WBGene00152498	WBGene00033516	WBGene00064326	WBGene00121076	hrpk-1	F26B1.2	other	449	525	4
WBGene00017817	WBGene00157490	WBGene00033514	WBGene00055450_WBGene00063453_WBGene00074264_WBGene00078032_WBGene00073298	WBGene00138083		F26B1.5	other	477	516	4
WBGene00017818	WBGene00158471	WBGene00030373	WBGene00052662	WBGene00131423		F26D11.1	other	122	269	4
WBGene00017819	WBGene00138767_WBGene00139981	WBGene00030377	WBGene00052665	WBGene00131799_WBGene00207181_WBGene00209872		F26D11.2	other	490	473	4
WBGene00017822	WBGene00157837	WBGene00030378	WBGene00052666	WBGene00132929_WBGene00126318	clec-216	F26D11.5	other	398	539	4
WBGene00017823		WBGene00030380	WBGene00052667		pals-34	F26D11.6	other	954	343	2
WBGene00017824	WBGene00157837	WBGene00030378	WBGene00052666	WBGene00126318_WBGene00132929	clec-217	F26D11.9	other	429	790	4
WBGene00017825	WBGene00159398	WBGene00037652	WBGene00061664	WBGene00131854	cee-1	F26F4.1	other	182	425	4
WBGene00017826	WBGene00159815	WBGene00037446	WBGene00061671		tag-340	F26F4.4	other	87	911	3
WBGene00017827	WBGene00153079	WBGene00037449	WBGene00061674			F26F4.5	other	254	1609	3
WBGene00017828	WBGene00150819	WBGene00037448	WBGene00061673			F26F4.6	other	1253	608	3
WBGene00017829	WBGene00219339	WBGene00037650	WBGene00061665			F26F4.9	other	260	238	3
WBGene00017830	WBGene00150953	WBGene00037654	WBGene00061662	WBGene00131063	rpb-8	F26F4.11	other	271	193	4
WBGene00017831	WBGene00162527	WBGene00037649	WBGene00061666			F26F4.12	other	436	291	3
WBGene00017832	WBGene00156344	WBGene00037646	WBGene00061669	WBGene00122651	kbp-2	F26F4.13	other	126	95	4
WBGene00017833				WBGene00123845_WBGene00122573_WBGene00213241		F26F12.2	other	372	198	1
WBGene00017834	WBGene00151007_WBGene00146744	WBGene00030912	WBGene00058863	WBGene00123687		F26F12.3	other	9172	3008	4
WBGene00017835	WBGene00150704	WBGene00030909	WBGene00058860	WBGene00136495		F26F12.4	other	4162	1069	4
WBGene00017836	WBGene00152996_WBGene00164595	WBGene00030910	WBGene00058861	WBGene00126086		F26F12.5	other	984	450	4
WBGene00017837	WBGene00162785_WBGene00160613	WBGene00039558	WBGene00057500	WBGene00183722		F26G1.1	other	281	1063	4
WBGene00017838	WBGene00164531	WBGene00039565	WBGene00057507	WBGene00124377_WBGene00183037		F26G1.2	other	3927	330	4
WBGene00017839	WBGene00155206_WBGene00163406_WBGene00193979	WBGene00039568	WBGene00057508			F26G1.3	other	1962	71	3
WBGene00017840	WBGene00147551_WBGene00190935	WBGene00039564	WBGene00057506	WBGene00125857	ttm-2	F26G1.4	neuronal	4163	1107	4
WBGene00017841	WBGene00155986_WBGene00143717	WBGene00039562	WBGene00057505	WBGene00124912		F26G1.5	other	1453	98	4
WBGene00017842	WBGene00162553_WBGene00155050_WBGene00154016_WBGene00144448_WBGene00164621_WBGene00144628	WBGene00039561	WBGene00057503_WBGene00080075_WBGene00062464_WBGene00069285	WBGene00132954_WBGene00138064_WBGene00138090	nep-12	F26G1.6	neuronal	4609	2811	4
WBGene00017845	WBGene00156175_WBGene00162415_WBGene00164735_WBGene00146032_WBGene00153449	WBGene00030389_WBGene00030391_WBGene00028695_WBGene00028694			srsx-9	F26G5.10	other	270	392	2
WBGene00017848		WBGene00087237				F27B3.6	other	1113	86	1
WBGene00017850	WBGene00139712	WBGene00270737	WBGene00052289	WBGene00132906		F27B10.1	other	15	2594	4
WBGene00017851	WBGene00161572_WBGene00147005	WBGene00025332	WBGene00062421_WBGene00059846	WBGene00121923		F27C1.1	other	432	89	4
WBGene00017852	WBGene00143765	WBGene00033274	WBGene00060060	WBGene00136578		F27C1.2	other	258	218	4
WBGene00017853		WBGene00033277	WBGene00060058	WBGene00126974		F27C1.3	other	166	45	3
WBGene00017854		WBGene00033278	WBGene00060056			F27C1.4	other	1227	0	2
WBGene00017855	WBGene00158342	WBGene00033276	WBGene00060055_WBGene00086149	WBGene00134989_WBGene00208301_WBGene00216700		F27C1.6	other	28	3582	4
WBGene00017858	WBGene00191040	WBGene00033420	WBGene00060064	WBGene00127317		F27C1.11	ASE	851	4144	4
WBGene00017860			WBGene00086101	WBGene00127317		F27C1.13	other	8874	2498	2
WBGene00017861	WBGene00163603	WBGene00036611	WBGene00051285	WBGene00136828		F27D9.2	other	2280	1638	4
WBGene00017864	WBGene00160183_WBGene00162486	WBGene00036608	WBGene00051288	WBGene00137459	pcca-1	F27D9.5	other	912	16998	4
WBGene00017865	WBGene00162215	WBGene00036610	WBGene00051286_WBGene00077875	WBGene00137202_WBGene00135555		F27D9.7	other	2278	2100	4
WBGene00017866	WBGene00192107	WBGene00036612	WBGene00051284	WBGene00129374	stn-2	F27D9.8	neuronal	2371	2425	4
WBGene00017867	WBGene00164641_WBGene00191951	WBGene00040975_WBGene00040976	WBGene00058045		slc-28.1	F27E11.1	neuronal	762	599	3
WBGene00017868	WBGene00148933_WBGene00190104	WBGene00040975_WBGene00040976	WBGene00058044	WBGene00132312	slc-28.2	F27E11.2	neuronal	349	1457	4
WBGene00017869	WBGene00143926_WBGene00150511_WBGene00162371	WBGene00040897	WBGene00060435			F28A10.1	other	616	712	3
WBGene00017871	WBGene00145272_WBGene00149294_WBGene00160998		WBGene00078090_WBGene00080823_WBGene00078091_WBGene00081982			F28A10.3	other	2178	93	2
WBGene00017872		WBGene00026245	WBGene00080684_WBGene00065691			F28A10.4	other	3160	134	2
WBGene00017873	WBGene00141470_WBGene00159233_WBGene00161743_WBGene00144788_WBGene00151912_WBGene00157491_WBGene00150385	WBGene00038116	WBGene00075547_WBGene00063914_WBGene00066039_WBGene00066038_WBGene00066032_WBGene00073966_WBGene00066037_WBGene00075153_WBGene00073964_WBGene00075369	WBGene00129222		F28A10.5	other	1001	95	4
WBGene00017874	WBGene00152263_WBGene00149644	WBGene00029279	WBGene00060682	WBGene00215577	acdh-9	F28A10.6	other	1077	400	4
WBGene00017875				WBGene00133066_WBGene00217685_WBGene00211806_WBGene00207285		F28A10.7	other	1177	45	1
WBGene00017876		WBGene00034891_WBGene00034893				F28A10.8	other	2096	53	1
WBGene00017879	WBGene00191126_WBGene00148559_WBGene00219457	WBGene00024698	WBGene00062046_WBGene00062353	WBGene00134317	acd-4	F28A12.1	neuronal	128	490	4
WBGene00017880	WBGene00162193	WBGene00024696_WBGene00024697	WBGene00062045	WBGene00219023		F28A12.3	other	146	153	4
WBGene00017881	WBGene00160366	WBGene00024695	WBGene00062044	WBGene00134695	asp-13	F28A12.4	other	22874	401	4
WBGene00017885	WBGene00141928_WBGene00190735	WBGene00039472	WBGene00072712_WBGene00072161	WBGene00136161_WBGene00213984_WBGene00215358	dip-2	F28B3.4	other	2114	8547	4
WBGene00017886	WBGene00160126_WBGene00194320	WBGene00039469	WBGene00073200_WBGene00072810	WBGene00215115_WBGene00210749		F28B3.5	other	499	481	4
WBGene00017887	WBGene00151508_WBGene00162396	WBGene00039461	WBGene00085865_WBGene00081807	WBGene00135377		F28B3.6	other	100	162	4
WBGene00017888	WBGene00158913_WBGene00191268	WBGene00039470	WBGene00074424	WBGene00137095_WBGene00208767	acl-11	F28B3.9	other	258	1871	4
WBGene00017889	WBGene00158294_WBGene00152322_WBGene00142234_WBGene00148262	WBGene00039461_WBGene00039462_WBGene00270352	WBGene00073456_WBGene00072163_WBGene00072162_WBGene00073457	WBGene00121126		F28B3.10	other	177	449	4
WBGene00017891	WBGene00155110	WBGene00034747	WBGene00052028	WBGene00127082	rgl-1	F28B4.2	other	7195	6675	4
WBGene00017892	WBGene00141354	WBGene00034748_WBGene00271603	WBGene00052027	WBGene00132455		F28B4.3	other	361	1173	4
WBGene00017893	WBGene00145608	WBGene00034746	WBGene00052029			F28B4.4	other	876	2069	3
WBGene00017894		WBGene00025580	WBGene00053986			F28B12.1	other	1286	317	2
WBGene00017895	WBGene00139028_WBGene00140861	WBGene00025576	WBGene00053984	WBGene00123444	vrk-1	F28B12.3	other	354	654	4
WBGene00017896			WBGene00060272			F28C10.1	other	4196	616	1
WBGene00017898	WBGene00159991_WBGene00191096_WBGene00151900_WBGene00160036_WBGene00163822_WBGene00161515_WBGene00163507_WBGene00160162_WBGene00148568_WBGene00155930_WBGene00146088	WBGene00030006	WBGene00060274_WBGene00055748_WBGene00071377_WBGene00051076_WBGene00063284_WBGene00064883_WBGene00068847_WBGene00051078_WBGene00051077_WBGene00084932	WBGene00120345_WBGene00123994_WBGene00214727_WBGene00218774		F28C10.3	other	1555	2412	4
WBGene00017899			WBGene00060273			F28C10.4	other	4196	1128	1
WBGene00017900	WBGene00192672	WBGene00024904	WBGene00062824	WBGene00134293		F28E10.1	GABAergic	1397	17125	4
WBGene00017901	WBGene00139161	WBGene00025024	WBGene00062826_WBGene00073699_WBGene00078944	WBGene00217362	igeg-1	F28E10.2	neuronal	9922	1952	4
WBGene00017902	WBGene00156480	WBGene00030776	WBGene00055474	WBGene00176545		F28E10.4	other	59	387	4
WBGene00017904	WBGene00154471	WBGene00036460	WBGene00054664	WBGene00125467_WBGene00138347_WBGene00207538	lim-8	F28F5.3	neuronal	2313	9141	4
WBGene00017905		WBGene00036459	WBGene00054663	WBGene00133085		F28F5.6	other	1566	1497	3
WBGene00017906	WBGene00155528	WBGene00032023	WBGene00068389	WBGene00125173		F28F9.2	other	3824	1510	4
WBGene00017907		WBGene00271181				F28F9.3	other	7561	7853	1
WBGene00017908	WBGene00162375	WBGene00033087	WBGene00062364	WBGene00137503		F28H1.1	other	7037	0	4
WBGene00017909	WBGene00153892_WBGene00140773	WBGene00033091	WBGene00062369			F28H1.4	other	1274	2277	3
WBGene00017910	WBGene00154624	WBGene00033090	WBGene00062368	WBGene00119932		F28H1.5	other	3646	630	4
WBGene00017911	WBGene00158065_WBGene00154973_WBGene00147583_WBGene00144013_WBGene00158565_WBGene00154117_WBGene00148595	WBGene00026392_WBGene00026419_WBGene00026420_WBGene00026421_WBGene00026426_WBGene00026427_WBGene00031634_WBGene00032971_WBGene00039240_WBGene00039241_WBGene00039242_WBGene00039250_WBGene00039252_WBGene00041416_WBGene00041424_WBGene00041425_WBGene00088692_WBGene00041170	WBGene00073506		fbxb-106	F29A7.1	other	560	77	3
WBGene00017912	WBGene00159843_WBGene00154973_WBGene00147583_WBGene00144013_WBGene00158565_WBGene00154117_WBGene00148595	WBGene00026392_WBGene00026419_WBGene00026420_WBGene00026421_WBGene00026426_WBGene00026427_WBGene00031634_WBGene00032971_WBGene00039240_WBGene00039241_WBGene00039242_WBGene00039250_WBGene00039252_WBGene00041416_WBGene00041424_WBGene00041425			fbxb-107	F29A7.2	other	570	2308	2
WBGene00017913	WBGene00159545			WBGene00125341_WBGene00130866_WBGene00133868		F29A7.3	other	687	108	2
WBGene00017914	WBGene00164622_WBGene00140220	WBGene00038765	WBGene00054616			F29A7.4	other	859	2254	3
WBGene00017916	WBGene00139290	WBGene00038767_WBGene00271012	WBGene00054615_WBGene00054614	WBGene00128828	CELE_F29A7.6	F29A7.6	other	690	209	4
WBGene00017918	WBGene00141222_WBGene00150292_WBGene00156457_WBGene00158164					F29A7.8	other	570	203	1
WBGene00017919	WBGene00159334_WBGene00149891	WBGene00024919	WBGene00075024_WBGene00062812			F29B9.1	other	219	1105	3
WBGene00017920	WBGene00142292_WBGene00162054	WBGene00024918	WBGene00054440_WBGene00062813	WBGene00128976	jmjd-1.2	F29B9.2	other	805	1143	4
WBGene00017921	WBGene00162517	WBGene00024913	WBGene00075529	WBGene00126591		F29B9.5	other	674	157	4
WBGene00017922		WBGene00024911	WBGene00080660	WBGene00184477		F29B9.7	other	524	312	3
WBGene00017923	WBGene00148296_WBGene00156356	WBGene00024910	WBGene00062819	WBGene00135206		F29B9.8	other	9590	665	4
WBGene00017924	WBGene00160159	WBGene00024916	WBGene00062815	WBGene00129601	mrps-21	F29B9.10	other	3	53	4
WBGene00017925	WBGene00159159_WBGene00163351	WBGene00024917	WBGene00062814	WBGene00128958		F29B9.11	other	790	238	4
WBGene00017926	WBGene00141747_WBGene00161955	WBGene00024854	WBGene00059512	WBGene00179102	cox-6C	F29C4.2	other	506	510	4
WBGene00017928	WBGene00164100_WBGene00146347	WBGene00024852	WBGene00059510	WBGene00132722	tut-1	F29C4.6	other	99	1171	4
WBGene00017929	WBGene00155509_WBGene00144358	WBGene00024853	WBGene00059511	WBGene00124013_WBGene00211921_WBGene00216554	grld-1	F29C4.7	neuronal	807	2425	4
WBGene00017931	WBGene00140744	WBGene00030880	WBGene00058830	WBGene00125047_WBGene00211827	picc-1	F29G9.2	other	119	5520	4
